countryisocode,year,xlong,ylat,lny,lns,lnngd,ltrade
"USA",1962,-76.95,38.89,10.63671,-1.778999,-2.917617,23.8604
"VEN",1962,-66.9,10.5,10.13523,-1.449745,-2.49118,21.84365
"ZAF",1962,28.22,-25.73,9.625528,-1.762717,-2.600081,22.15694
"ZAR",1962,15.47,-4.39,7.399838,-2.575302,-2.545358,18.17241
"ARG",1963,-58.41,-34.67,9.552597,-1.598301,-2.738446,21.43001
"AUS",1963,149.04,-35.35,10.58648,-1.128771,-2.615677,21.82147
"AUT",1963,16.32,48.2,10.14807,-1.499205,-3.078713,21.63338
"BEL",1963,4.37,50.84,10.27005,-1.362642,-2.947384,22.57606
"BOL",1963,-68.15,-16.5,8.8915,-1.9013,-2.691922,20.05931
"BRA",1963,-47.9,-15.79,9.059127,-1.591381,-2.485819,21.5671
"CAN",1963,-75.65,45.37,10.5662,-1.75692,-2.669511,22.76207
"CHE",1963,7.45,46.95,10.6944,-1.300121,-2.725019,22.30081
"CHL",1963,-70.65,-33.48,9.418791,-.9160972,-2.71764,20.4611
"COL",1963,-74.08,4.63,9.288778,-1.804048,-2.575343,20.63306
"CRI",1963,-84.08,9.93,9.709738,-1.946226,-2.456474,19.10284
"DNK",1963,12.55,55.72,10.22739,-1.703923,-2.74392,21.32979
"DOM",1963,-69.91,18.5,9.051116,-1.998802,-2.372564,20.21646
"ECU",1963,-78.52,-.23,8.823466,-1.076403,-2.580629,19.88141
"EGY",1963,31.25,30.08,8.024228,-2.104107,-2.639105,21.76614
"ESP",1963,-3.69,40.44,9.98546,-1.40474,-2.866634,21.62132
"ETH",1963,38,9.03,6.776636,-1.791526,-2.687738,19.31226
"FIN",1963,24.98,60.2,9.952258,-1.248946,-3.005536,20.93386
"FRA",1963,2.43,48.88,10.2309,-1.500489,-2.858064,22.79378
"GBR",1963,-.18,51.49,10.12727,-1.867486,-2.904182,23.33851
"GRC",1963,23.65,38.12,9.75134,-1.170565,-3.352782,20.59916
"GTM",1963,-90.52,14.62,9.083787,-1.74433,-2.485289,20.68698
"HND",1963,-87.2,14.1,8.786929,-1.658971,-2.497939,19.99494
"IND",1963,77.22,28.57,7.616936,-1.682121,-2.699426,22.31716
"IRL",1963,-6.26,53.34,9.955897,-1.449037,-2.861528,20.37572
"ISR",1963,34.86,31.92,10.14276,-1.237664,-2.36439,20.42234
"ITA",1963,12.52,41.88,10.10534,-1.119638,-3.550907,22.94991
"JPN",1963,139.81,35.68,9.61138,-1.331511,-2.844068,22.46752
"KEN",1963,36.83,-1.17,7.847538,-2.288257,-2.562371,20.00063
"LKA",1963,80.09,7.02,7.491207,-1.209178,-2.585792,20.67291
"MAR",1963,-6.75,33.92,8.258834,-1.538334,-2.7258,20.45879
"MEX",1963,-99.13,19.43,9.927176,-1.491639,-2.522392,21.75964
"MUS",1963,59.57,-20.1,9.017182,-1.107711,-2.626513,18.81665
"NGA",1963,3.3,6.45,8.421729,-2.307194,-2.581078,21.4427
"NIC",1963,-86.27,12.15,9.239658,-1.693236,-2.498875,18.90576
"NLD",1963,4.89,52.37,10.55302,-1.549825,-2.763942,22.62727
"NOR",1963,10.72,59.93,10.45007,-1.185856,-2.932201,21.61939
"NZL",1963,175.14,-41.21,10.63333,-1.79809,-2.658857,20.69648
"PAK",1963,73.06,33.72,7.766928,-1.270285,-2.617511,21.03621
"PAN",1963,-79.4,8.95,8.986296,-1.479926,-2.525565,20.19887
"PER",1963,-76.82,-12.07,9.355129,-1.128321,-2.615114,21.24676
"PHL",1963,121.17,14.55,8.396382,-1.574198,-2.515219,21.43335
"PRT",1963,-9.13,38.73,9.45241,-1.465502,-2.836836,20.70812
"PRY",1963,-57.67,-25.22,8.468333,-2.390344,-2.581553,18.62235
"SLV",1963,-89.2,13.7,9.337718,-2.038678,-2.470565,19.7583
"SWE",1963,18.08,59.24,10.41497,-1.468899,-2.951656,21.94226
"THA",1963,100.55,13.75,7.727764,-1.221575,-2.547642,21.10836
"TTO",1963,-61.49,10.64,10.18154,-1.364589,-2.678669,19.71797
"TUR",1963,32.85,39.93,8.934658,-2.216779,-2.823877,20.78432
"UGA",1963,32.58,.32,7.331803,-2.454917,-2.573825,18.82581
"URY",1963,-56.17,-34.92,9.273706,-1.614123,-2.80655,19.19184
"USA",1963,-76.95,38.89,10.66467,-1.757224,-2.716296,23.90661
"VEN",1963,-66.9,10.5,10.16722,-1.513287,-2.499879,21.91681
"ZAF",1963,28.22,-25.73,9.677445,-1.592311,-2.600101,22.26865
"ZAR",1963,15.47,-4.39,7.52301,-1.645283,-2.543643,18.06253
"ARG",1964,-58.41,-34.67,9.618476,-1.427621,-2.742019,21.48374
"AUS",1964,149.04,-35.35,10.63604,-1.052947,-2.599208,21.90329
"AUT",1964,16.32,48.2,10.21131,-1.389577,-3.046114,21.71627
"BEL",1964,4.37,50.84,10.33332,-1.248114,-2.804642,22.65905
"BOL",1964,-68.15,-16.5,8.917238,-1.857812,-2.689336,20.05962
"BRA",1964,-47.9,-15.79,9.070306,-1.552477,-2.485185,21.42863
"CAN",1964,-75.65,45.37,10.60892,-1.728385,-2.571816,22.88668
"CHE",1964,7.45,46.95,10.73682,-1.269213,-2.722612,22.37013
"CHL",1964,-70.65,-33.48,9.418752,-1.140768,-2.732145,20.55216
"COL",1964,-74.08,4.63,9.344354,-1.761307,-2.582478,20.77572
"CRI",1964,-84.08,9.93,9.721686,-2.115762,-2.483984,19.20176
"DNK",1964,12.55,55.72,10.30203,-1.541541,-2.740265,21.45559
"DOM",1964,-69.91,18.5,9.072412,-1.848476,-2.379263,20.31244
"ECU",1964,-78.52,-.23,8.875497,-1.086115,-2.579142,19.98417
"EGY",1964,31.25,30.08,8.154124,-2.166264,-2.615091,21.80915
"ESP",1964,-3.69,40.44,10.03193,-1.385248,-2.866124,21.80137
"ETH",1964,38,9.03,6.797811,-1.850635,-2.683347,19.38267
"FIN",1964,24.98,60.2,9.991521,-1.221817,-2.755687,21.06264
"FRA",1964,2.43,48.88,10.28603,-1.443541,-2.819206,22.90464
"GBR",1964,-.18,51.49,10.17225,-1.696603,-2.888754,23.40575
"GRC",1964,23.65,38.12,9.859817,-1.127147,-3.379465,20.69647
"GTM",1964,-90.52,14.62,9.089081,-1.59798,-2.485798,20.72752
"HND",1964,-87.2,14.1,8.803706,-1.706347,-2.488915,20.09669
"IND",1964,77.22,28.57,7.670113,-1.654612,-2.686116,22.37655
"IRL",1964,-6.26,53.34,9.999349,-1.386746,-2.9607,20.48014
"ISR",1964,34.86,31.92,10.18892,-1.134462,-2.401421,20.53146
"ITA",1964,12.52,41.88,10.12959,-1.223013,-3.05156,22.96228
"JPN",1964,139.81,35.68,9.711564,-1.288972,-2.77687,22.61943
"KEN",1964,36.83,-1.17,7.881115,-2.521635,-2.558694,20.09443
"LKA",1964,80.09,7.02,7.503715,-1.293788,-2.606302,20.6758
"MAR",1964,-6.75,33.92,8.319977,-1.706244,-2.727109,20.43456
"MEX",1964,-99.13,19.43,10.02726,-1.439624,-2.526647,21.86838
"MUS",1964,59.57,-20.1,8.987354,-1.41654,-2.505669,18.78376
"NGA",1964,3.3,6.45,8.435909,-2.184747,-2.580163,21.59109
"NIC",1964,-86.27,12.15,9.322709,-1.508101,-2.498176,19.09766
"NLD",1964,4.89,52.37,10.61421,-1.390007,-2.695361,22.75025
"NOR",1964,10.72,59.93,10.49231,-1.180723,-2.877287,21.6929
"NZL",1964,175.14,-41.21,10.65369,-1.694736,-2.5318,20.70342
"PAK",1964,73.06,33.72,7.822018,-1.244566,-2.6169,21.06677
"PAN",1964,-79.4,8.95,9.00693,-1.625922,-2.52435,20.19195
"PER",1964,-76.82,-12.07,9.387855,-1.105026,-2.616511,21.27693
"PHL",1964,121.17,14.55,8.40218,-1.507412,-2.513802,21.54967
"PRT",1964,-9.13,38.73,9.49869,-1.407325,-2.930445,21.05595
"PRY",1964,-57.67,-25.22,8.475388,-2.564933,-2.581541,18.72816
"SLV",1964,-89.2,13.7,9.396623,-1.765198,-2.485231,19.90396
"SWE",1964,18.08,59.24,10.47767,-1.391646,-3.006483,22.04392
"THA",1964,100.55,13.75,7.763015,-1.252082,-2.550208,21.25169
"TTO",1964,-61.49,10.64,10.2261,-1.41737,-2.64225,19.84108
"TUR",1964,32.85,39.93,8.948885,-2.239448,-2.836453,20.74813
"UGA",1964,32.58,.32,7.361923,-2.189371,-2.571255,18.94933
"URY",1964,-56.17,-34.92,9.277879,-1.782405,-2.822984,19.26188
"USA",1964,-76.95,38.89,10.7029,-1.734096,-2.69838,23.99062
"VEN",1964,-66.9,10.5,10.25239,-1.325093,-2.50652,22.03915
"ZAF",1964,28.22,-25.73,9.708091,-1.486809,-2.600122,22.38157
"ZAR",1964,15.47,-4.39,7.495752,-1.564536,-2.65693,18.25391
"ARG",1965,-58.41,-34.67,9.700419,-1.487618,-2.744946,21.52287
"AUS",1965,149.04,-35.35,10.6297,-1.0816,-2.501115,21.92406
"AUT",1965,16.32,48.2,10.2484,-1.393146,-3.140924,21.79924
"BEL",1965,4.37,50.84,10.35952,-1.264455,-2.91297,22.72334
"BOL",1965,-68.15,-16.5,8.957758,-1.999973,-2.686728,20.17392
"BRA",1965,-47.9,-15.79,9.109187,-1.527189,-2.484552,21.35679
"CAN",1965,-75.65,45.37,10.64208,-1.637359,-2.544626,22.96845
"CHE",1965,7.45,46.95,10.772,-1.338302,-3.19068,22.4186
"CHL",1965,-70.65,-33.48,9.400698,-1.229855,-2.747109,20.53935
"COL",1965,-74.08,4.63,9.322645,-1.796451,-2.586264,20.70483
"CRI",1965,-84.08,9.93,9.794046,-1.931116,-2.491418,19.35121
"DNK",1965,12.55,55.72,10.3294,-1.504364,-2.728501,21.52699
"DOM",1965,-69.91,18.5,8.925034,-2.495985,-2.38851,19.93693
"ECU",1965,-78.52,-.23,8.874716,-1.116728,-2.578687,20.02078
"EGY",1965,31.25,30.08,8.17413,-2.134755,-2.614172,21.84404
"ESP",1965,-3.69,40.44,10.09457,-1.307417,-2.838919,21.96696
"ETH",1965,38,9.03,6.84234,-1.828784,-2.681105,19.53951
"FIN",1965,24.98,60.2,10.04911,-1.097875,-3.022355,21.13143
"FRA",1965,2.43,48.88,10.32239,-1.459252,-2.884115,22.96611
"GBR",1965,-.18,51.49,10.1895,-1.710085,-2.846877,23.43168
"GRC",1965,23.65,38.12,9.97094,-1.045085,-3.106595,20.84782
"GTM",1965,-90.52,14.62,9.115313,-1.618077,-2.632805,20.80785
"HND",1965,-87.2,14.1,8.879045,-1.731195,-2.489513,20.32571
"IND",1965,77.22,28.57,7.633591,-1.605632,-2.67889,22.24241
"IRL",1965,-6.26,53.34,10.03137,-1.313885,-3.069569,20.57728
"ISR",1965,34.86,31.92,10.23127,-1.206126,-2.470407,20.55031
"ITA",1965,12.52,41.88,10.17132,-1.323572,-3.296857,23.06235
"JPN",1965,139.81,35.68,9.748107,-1.311939,-2.719038,22.73288
"KEN",1965,36.83,-1.17,7.904036,-2.498564,-2.556356,20.07266
"LKA",1965,80.09,7.02,7.503301,-1.390685,-2.608325,20.68428
"MAR",1965,-6.75,33.92,8.327968,-1.662712,-2.730703,20.29569
"MEX",1965,-99.13,19.43,10.05369,-1.376068,-2.530919,21.92815
"MUS",1965,59.57,-20.1,8.966002,-1.17672,-2.545104,18.79061
"NGA",1965,3.3,6.45,8.407207,-1.87103,-2.578469,21.7742
"NIC",1965,-86.27,12.15,9.400469,-1.469256,-2.497551,19.2626
"NLD",1965,4.89,52.37,10.65595,-1.422537,-2.839504,22.81629
"NOR",1965,10.72,59.93,10.54875,-1.110039,-2.944466,21.76198
"NZL",1965,175.14,-41.21,10.68482,-1.589082,-2.46056,20.79886
"PAK",1965,73.06,33.72,7.905001,-1.153176,-2.616112,21.14697
"PAN",1965,-79.4,8.95,9.059599,-1.580664,-2.522521,20.3215
"PER",1965,-76.82,-12.07,9.429423,-1.05573,-2.620986,21.34856
"PHL",1965,121.17,14.55,8.426527,-1.503565,-2.513313,21.64634
"PRT",1965,-9.13,38.73,9.567295,-1.327001,-2.927173,21.15538
"PRY",1965,-57.67,-25.22,8.507035,-2.189664,-2.581551,18.9319
"SLV",1965,-89.2,13.7,9.417608,-1.878731,-2.471056,19.94244
"SWE",1965,18.08,59.24,10.50898,-1.371064,-2.875472,22.12817
"THA",1965,100.55,13.75,7.816403,-1.219145,-2.552912,21.33009
"TTO",1965,-61.49,10.64,10.23173,-1.292146,-2.714063,19.86946
"TUR",1965,32.85,39.93,8.967799,-2.26652,-2.844784,20.848
"UGA",1965,32.58,.32,7.371525,-2.275113,-2.56869,19.09397
"URY",1965,-56.17,-34.92,9.251678,-1.821583,-2.838032,19.21855
"USA",1965,-76.95,38.89,10.74954,-1.666447,-2.701604,24.057
"VEN",1965,-66.9,10.5,10.27203,-1.378829,-2.511319,22.08728
"ZAF",1965,28.22,-25.73,9.730585,-1.405441,-2.600295,22.43846
"ZAR",1965,15.47,-4.39,7.483047,-1.56676,-2.650654,18.1707
"ARG",1966,-58.41,-34.67,9.688623,-1.526945,-2.752261,21.5548
"AUS",1966,149.04,-35.35,10.64941,-1.074604,-2.356062,21.98526
"AUT",1966,16.32,48.2,10.31496,-1.334511,-3.247489,21.88504
"BEL",1966,4.37,50.84,10.38909,-1.228545,-2.908441,22.80696
"BOL",1966,-68.15,-16.5,9.007446,-2.029082,-2.684171,20.2772
"BRA",1966,-47.9,-15.79,9.115977,-1.502115,-2.489672,21.55974
"CAN",1966,-75.65,45.37,10.65869,-1.607154,-2.325807,23.09551
"CHE",1966,7.45,46.95,10.80416,-1.364522,-3.110039,22.46398
"CHL",1966,-70.65,-33.48,9.480688,-1.669541,-2.761513,20.72635
"COL",1966,-74.08,4.63,9.359662,-1.760038,-2.599285,20.84382
"CRI",1966,-84.08,9.93,9.822627,-1.937656,-2.476475,19.40527
"DNK",1966,12.55,55.72,10.34256,-1.544023,-2.674081,21.57273
"DOM",1966,-69.91,18.5,8.975423,-2.034915,-2.39584,20.12806
"ECU",1966,-78.52,-.23,8.871871,-1.095544,-2.578282,20.06548
"EGY",1966,31.25,30.08,8.158603,-2.204564,-2.627352,21.86933
"ESP",1966,-3.69,40.44,10.16212,-1.267076,-2.834599,22.12933
"ETH",1966,38,9.03,6.866804,-1.768926,-2.676758,19.57741
"FIN",1966,24.98,60.2,10.06591,-1.121803,-2.900325,21.1779
"FRA",1966,2.43,48.88,10.36527,-1.423114,-2.828486,23.05334
"GBR",1966,-.18,51.49,10.20325,-1.726927,-2.895791,23.46953
"GRC",1966,23.65,38.12,10.03839,-1.107094,-3.15564,20.94778
"GTM",1966,-90.52,14.62,9.161029,-1.816704,-2.633787,20.90419
"HND",1966,-87.2,14.1,8.895115,-1.652846,-2.498227,20.48019
"IND",1966,77.22,28.57,7.612516,-1.58363,-2.679104,22.26738
"IRL",1966,-6.26,53.34,10.01962,-1.381053,-2.800105,20.63825
"ISR",1966,34.86,31.92,10.19797,-1.375354,-2.564981,20.58805
"ITA",1966,12.52,41.88,10.24359,-1.334223,-3.275812,23.18088
"JPN",1966,139.81,35.68,9.828086,-1.28766,-2.617347,22.86388
"KEN",1966,36.83,-1.17,7.982235,-2.203356,-2.552706,20.24414
"LKA",1966,80.09,7.02,7.532845,-1.318251,-2.606688,20.68989
"MAR",1966,-6.75,33.92,8.288671,-1.863498,-2.73629,20.34656
"MEX",1966,-99.13,19.43,10.08482,-1.3577,-2.535167,22.0089
"MUS",1966,59.57,-20.1,8.891113,-1.620526,-2.566045,18.71511
"NGA",1966,3.3,6.45,8.331515,-1.88273,-2.579433,21.77782
"NIC",1966,-86.27,12.15,9.40929,-1.391101,-2.498363,19.27724
"NLD",1966,4.89,52.37,10.66996,-1.392937,-2.808492,22.8759
"NOR",1966,10.72,59.93,10.58473,-1.082715,-2.903957,21.82497
"NZL",1966,175.14,-41.21,10.71089,-1.581516,-2.46566,20.86717
"PAK",1966,73.06,33.72,7.900954,-1.45431,-2.615718,21.13469
"PAN",1966,-79.4,8.95,9.117815,-1.381142,-2.521663,20.41565
"PER",1966,-76.82,-12.07,9.503055,-.9709405,-2.626434,21.44579
"PHL",1966,121.17,14.55,8.436438,-1.537081,-2.516417,21.70301
"PRT",1966,-9.13,38.73,9.589462,-1.338761,-2.867476,21.27236
"PRY",1966,-57.67,-25.22,8.475904,-2.095487,-2.570221,18.91158
"SLV",1966,-89.2,13.7,9.458504,-1.797545,-2.41997,20.00612
"SWE",1966,18.08,59.24,10.51184,-1.410194,-2.759006,22.17273
"THA",1966,100.55,13.75,7.898895,-1.04669,-2.557376,21.52978
"TTO",1966,-61.49,10.64,10.24646,-1.452339,-2.752431,19.88994
"TUR",1966,32.85,39.93,9.06477,-2.073254,-2.860187,20.8189
"UGA",1966,32.58,.32,7.42418,-2.371919,-2.566134,19.19245
"URY",1966,-56.17,-34.92,9.284462,-1.815968,-2.849448,19.21538
"USA",1966,-76.95,38.89,10.79239,-1.644735,-2.681175,24.15752
"VEN",1966,-66.9,10.5,10.23943,-1.493672,-2.521974,22.05443
"ZAF",1966,28.22,-25.73,9.75257,-1.524251,-2.600319,22.39916
"ZAR",1966,15.47,-4.39,7.512602,-1.717335,-2.610112,18.23937
"ARG",1967,-58.41,-34.67,9.704844,-1.519184,-2.759734,21.5548
"AUS",1967,149.04,-35.35,10.67642,-1.07513,-2.558921,22.05519
"AUT",1967,16.32,48.2,10.36144,-1.380452,-3.399594,21.92317
"BEL",1967,4.37,50.84,10.42224,-1.256732,-2.963381,22.83325
"BOL",1967,-68.15,-16.5,9.071283,-2.174985,-2.681578,20.41948
"BRA",1967,-47.9,-15.79,9.136019,-1.615577,-2.496217,21.59054
"CAN",1967,-75.65,45.37,10.65177,-1.697825,-2.4838,23.17363
"CHE",1967,7.45,46.95,10.83242,-1.353084,-2.918563,22.49969
"CHL",1967,-70.65,-33.48,9.497519,-1.507268,-2.774571,20.68463
"COL",1967,-74.08,4.63,9.367525,-1.766432,-2.606544,20.76218
"CRI",1967,-84.08,9.93,9.842768,-1.923784,-2.494416,19.46874
"DNK",1967,12.55,55.72,10.38106,-1.555932,-2.654875,21.62209
"DOM",1967,-69.91,18.5,8.952097,-1.997039,-2.401247,20.20021
"ECU",1967,-78.52,-.23,8.924689,-1.005944,-2.577932,20.1676
"EGY",1967,31.25,30.08,8.158091,-2.391318,-2.647023,21.77833
"ESP",1967,-3.69,40.44,10.19089,-1.301743,-2.805099,22.08901
"ETH",1967,38,9.03,6.893248,-1.633756,-2.691327,19.52853
"FIN",1967,24.98,60.2,10.08988,-1.185572,-3.151858,21.20158
"FRA",1967,2.43,48.88,10.40589,-1.413749,-2.850182,23.13431
"GBR",1967,-.18,51.49,10.23569,-1.677815,-3.113161,23.5068
"GRC",1967,23.65,38.12,10.09935,-1.138968,-3.166814,20.99364
"GTM",1967,-90.52,14.62,9.174229,-1.657393,-2.63287,20.91119
"HND",1967,-87.2,14.1,8.905218,-1.431209,-2.500957,20.57068
"IND",1967,77.22,28.57,7.666942,-1.657687,-2.677842,22.27703
"IRL",1967,-6.26,53.34,10.08469,-1.385663,-3.329455,20.70039
"ISR",1967,34.86,31.92,10.20765,-1.656799,-2.626174,20.70585
"ITA",1967,12.52,41.88,10.30731,-1.285411,-2.915582,23.27785
"JPN",1967,139.81,35.68,9.918881,-1.202293,-2.700571,23.01543
"KEN",1967,36.83,-1.17,7.996396,-2.179903,-2.549074,20.23062
"LKA",1967,80.09,7.02,7.596274,-1.324794,-2.613906,20.68518
"MAR",1967,-6.75,33.92,8.377693,-1.636814,-2.739345,20.47522
"MEX",1967,-99.13,19.43,10.11057,-1.371392,-2.530028,21.98173
"MUS",1967,59.57,-20.1,8.951245,-1.307771,-2.634833,18.722
"NGA",1967,3.3,6.45,8.131168,-1.880637,-2.582821,21.68938
"NIC",1967,-86.27,12.15,9.441059,-1.455388,-2.499738,19.41648
"NLD",1967,4.89,52.37,10.71545,-1.377096,-2.882627,22.93869
"NOR",1967,10.72,59.93,10.64393,-1.026507,-2.823167,21.9221
"NZL",1967,175.14,-41.21,10.63487,-1.766328,-2.608277,20.75941
"PAK",1967,73.06,33.72,7.94337,-1.408813,-2.615525,21.23478
"PAN",1967,-79.4,8.95,9.178349,-1.416413,-2.521994,20.49866
"PER",1967,-76.82,-12.07,9.516509,-1.029713,-2.630186,21.53424
"PHL",1967,121.17,14.55,8.453825,-1.484491,-2.522457,21.72018
"PRT",1967,-9.13,38.73,9.639901,-1.402239,-2.766739,21.26598
"PRY",1967,-57.67,-25.22,8.530724,-2.005373,-2.570222,18.93232
"SLV",1967,-89.2,13.7,9.464816,-1.97282,-2.455488,20.06443
"SWE",1967,18.08,59.24,10.54296,-1.436244,-3.089293,22.20989
"THA",1967,100.55,13.75,7.944898,-1.028966,-2.563313,21.69251
"TTO",1967,-61.49,10.64,10.25639,-1.732244,-2.853617,19.92344
"TUR",1967,32.85,39.93,9.093605,-2.095514,-2.869747,20.81102
"UGA",1967,32.58,.32,7.455337,-2.269199,-2.563584,19.10398
"URY",1967,-56.17,-34.92,9.255584,-1.716833,-2.855873,19.25007
"USA",1967,-76.95,38.89,10.79563,-1.713915,-2.657328,24.20749
"VEN",1967,-66.9,10.5,10.25246,-1.497069,-2.533311,22.12635
"ZAF",1967,28.22,-25.73,9.785155,-1.379529,-2.600557,22.48939
"ZAR",1967,15.47,-4.39,7.454928,-1.801876,-2.544223,18.11753
"ARG",1968,-58.41,-34.67,9.737959,-1.480229,-2.760393,21.56053
"AUS",1968,149.04,-35.35,10.71361,-1.049896,-2.58479,22.10407
"AUT",1968,16.32,48.2,10.41114,-1.372603,-3.130798,21.9961
"BEL",1968,4.37,50.84,10.46014,-1.291344,-2.938359,22.95223
"BOL",1968,-68.15,-16.5,8.902908,-1.999973,-2.678749,20.17392
"BRA",1968,-47.9,-15.79,9.213556,-1.546408,-2.502682,21.77811
"CAN",1968,-75.65,45.37,10.67796,-1.710271,-2.587427,23.28405
"CHE",1968,7.45,46.95,10.86841,-1.380567,-2.90458,22.59
"CHL",1968,-70.65,-33.48,9.53109,-1.452116,-2.785743,20.74465
"COL",1968,-74.08,4.63,9.409958,-1.681267,-2.621461,20.91133
"CRI",1968,-84.08,9.93,9.87044,-1.996829,-2.511017,19.63655
"DNK",1968,12.55,55.72,10.42981,-1.542665,-2.927677,21.70033
"DOM",1968,-69.91,18.5,8.905517,-1.993991,-2.40882,20.25591
"ECU",1968,-78.52,-.23,8.944669,-.9949009,-2.578483,20.2787
"EGY",1968,31.25,30.08,8.191058,-2.548312,-2.671229,21.75495
"ESP",1968,-3.69,40.44,10.24304,-1.293213,-2.829724,22.21447
"ETH",1968,38,9.03,6.923686,-1.656034,-2.677105,19.57499
"FIN",1968,24.98,60.2,10.11596,-1.19653,-3.159438,21.2242
"FRA",1968,2.43,48.88,10.44596,-1.400014,-2.93204,23.24349
"GBR",1968,-.18,51.49,10.27781,-1.642126,-3.087715,23.60284
"GRC",1968,23.65,38.12,10.18353,-1.098785,-3.215754,21.05584
"GTM",1968,-90.52,14.62,9.259429,-1.511196,-2.629564,20.98329
"HND",1968,-87.2,14.1,8.937692,-1.497255,-2.499992,20.67578
"IND",1968,77.22,28.57,7.695176,-1.752113,-2.676583,22.26288
"IRL",1968,-6.26,53.34,10.16774,-1.315458,-2.881245,20.82128
"ISR",1968,34.86,31.92,10.34948,-1.427898,-2.626787,20.98197
"ITA",1968,12.52,41.88,10.3698,-1.294275,-2.952893,23.37117
"JPN",1968,139.81,35.68,10.02687,-1.134324,-2.728901,23.16814
"KEN",1968,36.83,-1.17,7.952579,-1.821472,-2.546767,20.32182
"LKA",1968,80.09,7.02,7.623878,-1.235638,-2.615382,20.75011
"MAR",1968,-6.75,33.92,8.460091,-1.810071,-2.738262,20.50335
"MEX",1968,-99.13,19.43,10.16866,-1.312106,-2.524889,22.03782
"MUS",1968,59.57,-20.1,8.777209,-1.488973,-2.645174,18.76937
"NGA",1968,3.3,6.45,8.097972,-2.004397,-2.584038,21.60723
"NIC",1968,-86.27,12.15,9.411933,-1.594299,-2.499967,19.31049
"NLD",1968,4.89,52.37,10.77207,-1.342525,-2.870266,23.06005
"NOR",1968,10.72,59.93,10.65457,-1.131963,-2.865129,21.97178
"NZL",1968,175.14,-41.21,10.64047,-1.964215,-3.142142,20.82666
"PAK",1968,73.06,33.72,7.991063,-1.355078,-2.615182,21.29951
"PAN",1968,-79.4,8.95,9.24861,-1.391588,-2.524091,20.55034
"PER",1968,-76.82,-12.07,9.516797,-1.410732,-2.632518,21.48679
"PHL",1968,121.17,14.55,8.466451,-1.514518,-2.528384,21.70334
"PRT",1968,-9.13,38.73,9.755504,-1.477378,-2.853702,21.38474
"PRY",1968,-57.67,-25.22,8.524306,-2.080772,-2.570229,18.99063
"SLV",1968,-89.2,13.7,9.447135,-2.241721,-2.433517,20.0318
"SWE",1968,18.08,59.24,10.56592,-1.467584,-2.772799,22.28681
"THA",1968,100.55,13.75,7.99481,-.9988482,-2.568697,21.79633
"TTO",1968,-61.49,10.64,10.33533,-1.66692,-2.943327,20.02038
"TUR",1968,32.85,39.93,9.157278,-2.066803,-2.870276,20.8997
"UGA",1968,32.58,.32,7.468091,-2.257136,-2.561042,19.10569
"URY",1968,-56.17,-34.92,9.247314,-1.835988,-2.85359,19.26405
"USA",1968,-76.95,38.89,10.82758,-1.708438,-2.692536,24.31809
"VEN",1968,-66.9,10.5,10.30729,-1.310249,-2.535906,22.1761
"ZAF",1968,28.22,-25.73,9.812743,-1.477324,-2.600586,22.5082
"ZAR",1968,15.47,-4.39,7.440362,-1.769436,-2.535791,18.44609
"ARG",1969,-58.41,-34.67,9.8162,-1.365271,-2.7546,21.76875
"AUS",1969,149.04,-35.35,10.74992,-1.065558,-2.529998,22.22191
"AUT",1969,16.32,48.2,10.49326,-1.36512,-3.730347,22.11489
"BEL",1969,4.37,50.84,10.5151,-1.259398,-2.813347,23.09072
"BOL",1969,-68.15,-16.5,8.916838,-2.050831,-2.675709,20.19505
"BRA",1969,-47.9,-15.79,9.25305,-1.277756,-2.50908,21.91307
"CAN",1969,-75.65,45.37,10.70262,-1.673805,-2.528109,23.38163
"CHE",1969,7.45,46.95,10.9094,-1.383716,-2.684882,22.71408
"CHL",1969,-70.65,-33.48,9.562886,-1.475175,-2.794728,20.83625
"COL",1969,-74.08,4.63,9.453812,-1.723974,-2.639464,20.96402
"CRI",1969,-84.08,9.93,9.893363,-1.907495,-2.531468,19.74131
"DNK",1969,12.55,55.72,10.49583,-1.471888,-2.939379,21.78698
"DOM",1969,-69.91,18.5,8.95886,-1.800868,-2.418346,20.3387
"ECU",1969,-78.52,-.23,8.936385,-1.062178,-2.579836,20.20136
"EGY",1969,31.25,30.08,8.224162,-2.512071,-2.690164,21.84321
"ESP",1969,-3.69,40.44,10.32897,-1.235209,-2.880786,22.3593
"ETH",1969,38,9.03,6.944486,-1.747386,-2.725494,19.5884
"FIN",1969,24.98,60.2,10.20825,-1.178258,-3.007899,21.40334
"FRA",1969,2.43,48.88,10.50365,-1.355908,-2.780974,23.41266
"GBR",1969,-.18,51.49,10.29402,-1.658779,-2.997313,23.66642
"GRC",1969,23.65,38.12,10.30512,-.9882683,-3.144155,21.17516
"GTM",1969,-90.52,14.62,9.288991,-1.831337,-2.625521,21.02559
"HND",1969,-87.2,14.1,8.919503,-1.498487,-2.497768,20.62704
"IND",1969,77.22,28.57,7.779873,-1.765932,-2.675324,22.19625
"IRL",1969,-6.26,53.34,10.24433,-1.194804,-3.012993,20.91537
"ISR",1969,34.86,31.92,10.45609,-1.328611,-2.551058,21.09856
"ITA",1969,12.52,41.88,10.43934,-1.247736,-3.190052,23.51438
"JPN",1969,139.81,35.68,10.13802,-1.09796,-2.865347,23.32105
